gals,field,morph,z,log_m,r_edge,sigma_edge,ar,pa,f1_maj,rec_maj,prec_maj,r_05,Deltar_05
22430,uds,DISK,0.5220000147819519,10.469,20.5,0.727,0.2257,38.0293,0.919,0.987,0.859,21.722082704171115,0.014531519471369547
18551,egs,DISKSPH,0.8369,10.882,8.0,96.56,0.6618,-27.1244,0.716,1.0,0.557,10.993421938328098,0.16810966919229697
17415,cosmos,DISKIRR,0.939,10.504,8.5,15.111,0.7303,62.1099,0.87,0.962,0.794,10.919579510464699,0.15897855367967473
7388,cosmos,DISKSPH,0.8313000202178955,10.387,8.5,16.98,0.528,29.9205,0.9,0.943,0.86,8.764836187460688,0.2053703287926233
3305,goodsn,DISK,0.874,10.763,15.5,3.206,0.2762,-66.4707,0.8,0.977,0.677,17.003421529203866,0.042896270882182064
14726,goodsn,DISKSPH,0.5639,11.168,24.5,3.739,0.75,-66.0,0.911,0.883,0.941,25.001254499181847,0.06781769823319928
7868,cosmos,DISK,0.4917,10.189,14.5,1.982,0.498,-88.005,0.925,0.896,0.955,14.528288947471784,0.029781805047066845
1212,cosmos,DISK,0.824999988079071,10.348,14.5,5.745,0.6781,29.5015,0.91,0.963,0.863,18.56663471596013,0.2341420095484662
1210,egs,DISK,0.2849999964237213,10.459,22.5,0.55,0.188,85.0724,0.816,0.915,0.737,21.244221119742928,0.06344454378331665
20181,egs,DISK,0.7458000183105469,10.267,18.0,1.641,0.1677,2.2735,0.717,0.994,0.561,21.60079563992579,0.060806074538649835
872,goodss,DISKSPH,0.665,11.131,15.5,28.637,0.7164,-55.6858,0.802,0.974,0.682,19.35261565057017,0.47846380758378815
14483,uds,DISK,0.3427,10.713,15.5,2.483,0.7,60.0,0.936,0.887,0.992,14.794147584681037,0.012376471380170617
23685,egs,DISKIRR,0.8228,10.13,12.5,3.148,0.4059,51.3422,0.835,0.958,0.74,12.370653954207196,0.029488850197025407
4810,goodsn,DISK,0.696,10.24,10.5,2.366,0.2731,87.5921,0.67,1.0,0.504,12.008056082443789,0.03224578360502417
20283,goodss,DISK,0.735,10.355,11.5,14.202,0.5766,63.0389,0.76,1.0,0.613,14.313748974893734,0.37361523396837315
23047,cosmos,DISKIRR,0.977,10.299,11.5,10.643,0.7423,-49.1671,0.909,0.953,0.869,12.821410196800882,0.09017706240292145
11404,goodsn,DISKIRR,0.845,10.071,9.5,4.451,0.4595,59.2687,0.648,0.995,0.481,12.187141099937918,0.15844471515507375
1236,goodsn,DISKSPH,0.61,10.281,7.5,18.902,0.5485,-68.0358,0.793,0.949,0.682,8.184284173105016,0.10967257324663515
26254,cosmos,DISKSPH,0.5949000120162964,10.171,9.5,14.779,0.7423,-60.279,0.906,0.987,0.837,10.794959997532606,0.05638410414824524
21426,goodsn,DISK,0.945,10.389,11.5,13.457,0.8252,-28.6877,0.911,0.948,0.877,11.872849207709985,0.03401810622130175
31768,egs,DISK,0.54830002784729,10.959,19.5,7.238,0.75,-20.0,0.931,0.878,0.99,19.070293434389665,0.1225151192047006
10364,cosmos,DISK,0.5102,10.755,23.5,1.936,0.6221,66.2651,0.849,0.755,0.97,23.62260545079255,0.008261037894173096
26636,goodsn,DISKSPH,0.4545,10.342,9.5,6.909,0.95,5.0,0.839,0.986,0.73,14.197623583008697,0.33864710080033045
2987,goodss,DISKIRR,0.6459,10.309,9.5,13.397,0.75,-75.0,0.85,0.937,0.777,12.30656710636932,0.21347904669446394
18389,goodsn,DISKSPH,0.5124,10.892,21.5,1.78,0.95,182.0,0.673,0.507,1.0,18.357373876788948,0.26235669388326743
13490,egs,DISK,0.7376000285148621,10.513,12.0,4.955,0.2809,-9.5441,0.694,0.997,0.532,12.37593123021979,0.022119639219602805
6005,goodsn,DISK,0.568,10.395,9.5,25.66,0.3119,-16.6795,0.461,1.0,0.3,12.235014501969623,0.039026853780449344
18204,goodsn,DISK,0.8575,11.264,20.5,6.747,0.6193,44.3287,0.878,0.801,0.972,20.606639266794254,0.07913084534229298
8996,goodsn,DISKSPH,0.6551,10.149,9.0,3.702,0.275,40.796,0.45,1.0,0.29,10.973555440972767,0.06806807661364578
843,egs,DISKSPH,0.6570000052452087,10.229,7.5,11.088,0.448,-83.4056,0.803,0.961,0.69,7.149330275761609,0.11593554201613376
17204,egs,DISKSPH,0.7689,10.655,8.5,24.536,0.7789,50.4929,0.847,1.0,0.734,9.784597950595538,0.05512778368996407
14603,goodsn,DISK,0.971,11.191,18.5,7.373,0.51,2.5,0.934,0.94,0.927,18.28581996402946,0.10679137522123672
2836,cosmos,DISKIRR,0.9562000036239624,10.295,11.5,6.906,0.4838,-57.2334,0.784,0.915,0.685,14.383225621288354,0.23934066752104055
1022,cosmos,DISK,0.670199990272522,10.927,17.5,12.392,0.65,-70.0,0.829,0.871,0.791,17.690075314128766,0.13430195415724555
15994,cosmos,DISKSPH,0.3747,10.615,12.5,10.232,0.4245,-36.6264,0.759,0.899,0.657,11.958558600440368,0.25819942267834195
19170,cosmos,DISKIRR,0.151785943295461,10.123,12.5,1.903,0.6,-60.0,0.931,0.959,0.904,13.800476925927082,0.05028247987484247
11451,uds,DISKSPH,0.9113,10.59,8.5,17.599,0.4347,-53.6433,0.765,0.856,0.692,7.03682005301043,0.029318681429264304
27894,egs,DISKIRR,0.9501000046730042,10.203,18.5,6.439,0.67,0.0,0.902,0.854,0.955,18.15961540247235,0.030499231246135405
15649,goodsn,DISKSPH,0.5116,11.157,15.5,18.624,0.5,60.0,0.919,0.988,0.86,15.750254494518755,0.06262581638344478
206,egs,DISK,0.8981000185012817,10.486,12.5,8.924,0.48,-40.2306,0.887,0.838,0.943,11.604536632869207,0.1061165888807254
22745,cosmos,DISKSPH,0.831936,10.718,13.5,16.223,0.65,-24.4683,0.841,0.73,0.992,11.336540424099798,0.08727703596536207
23188,goodss,DISKSPH,0.731,10.611,13.5,7.39,0.3059,39.3947,0.771,0.947,0.65,13.067476181711697,0.029958786722661834
18795,goodsn,DISK,0.843,10.562,12.5,6.541,0.52,45.0,0.879,0.982,0.796,12.742763531375761,0.05043075061423641
22082,cosmos,DISKSPH,0.5072,10.216,11.5,7.083,0.9,19.0,0.815,0.688,1.0,11.58224535785761,0.11469985588069342
21262,goodsn,DISKSPH,0.457,10.552,15.5,3.132,0.5863,-48.05,0.919,0.865,0.981,15.038642067651832,0.09476417018736405
9810,uds,DISK,0.5664,10.528,15.5,5.494,0.6132,57.3289,0.797,0.662,1.0,13.04436554303915,0.11644893254022337
12874,goodsn,DISKSPH,0.557,10.617,12.5,10.957,0.4399,25.1637,0.636,0.997,0.467,16.33692957659134,0.18879270762895783
27091,egs,DISKSPH,0.2865999937057495,10.441,24.5,0.37,1.0,55.0,0.243,0.138,1.0,10.315915042644972,0.1376179670349943
19399,cosmos,DISKSPH,0.2220000028610229,10.107,10.5,1.956,0.8,20.0,0.768,0.623,1.0,8.619414112340564,0.07873506728225865
6529,cosmos,DISKSPH,0.7267000079154968,10.901,14.5,13.501,0.5109,64.0786,0.775,0.795,0.756,16.383712396544837,0.17633725937360034
11472,uds,DISKIRR,0.9978,10.352,14.5,9.875,0.6174,71.6893,0.853,0.965,0.765,16.427826494232455,0.17465365985146508
18559,uds,DISK,0.9177,10.754,12.5,10.042,0.87,45.0,0.87,0.817,0.932,12.656163340025316,0.09331981078373541
12978,cosmos,DISKIRR,0.8385000228881836,10.641,8.5,4.987,0.9508,25.3318,0.868,0.77,0.995,8.399418872751683,0.059642090992668484
9969,goodsn,DISKSPH,0.9617,10.768,11.5,22.015,0.95,45.0,0.955,0.963,0.947,12.133997771542841,0.006947208777979275
4030,egs,DISKSPH,0.4972000122070312,10.922,18.5,9.499,0.5183,-1.2021,0.908,0.922,0.894,19.47687119122934,0.1731653514588788
31677,egs,DISK,0.7425,10.748,17.5,11.856,0.3416,10.3538,0.863,0.985,0.767,18.31833729127246,0.029683679685902686
2861,uds,DISK,0.640500009059906,11.143,16.0,6.31,0.1734,-62.4359,0.595,1.0,0.423,17.997399017012174,0.02345742248983307
19734,uds,DISKSPH,0.6694,11.024,14.5,16.939,0.6456,26.6608,0.802,0.888,0.732,20.559262556591072,0.5085639065328391
20064,uds,DISK,0.7922999858856201,10.31,9.5,17.153,0.4005,-56.0357,0.855,0.964,0.768,9.546043031150285,0.030327123857914806
24836,goodsn,DISKSPH,0.6337,11.045,15.5,18.019,0.5684,-37.7953,0.741,0.961,0.603,24.42593765195461,0.34435770591319426
18956,uds,DISK,0.8245,10.388,10.5,14.981,0.6979,-62.1035,0.893,0.962,0.834,10.505919005063589,0.043144612469886656
5227,cosmos,DISK,0.1857,10.301,16.5,1.646,0.5,-15.0,0.92,0.883,0.96,16.541970553720756,0.022026012094847003
8429,cosmos,DISKSPH,0.4341999888420105,10.656,13.5,3.966,0.65,80.0,0.892,0.806,1.0,12.580081750635081,0.013120101845413124
3360,goodsn,DISKSPH,0.5284,10.706,11.5,10.313,0.8636,64.2665,0.929,0.893,0.967,11.974953332127422,0.08487004502661277
23221,egs,DISK,0.960099995136261,11.542,23.5,15.78,0.8,-15.0,0.862,0.758,1.0,20.780294679201514,0.036026305847059015
14935,cosmos,DISKSPH,0.661928,10.18,9.5,6.458,0.1728,24.791,0.358,1.0,0.218,12.323066309118985,0.08449451721066081
2244,cosmos,DISKSPH,0.4325999915599823,10.254,9.5,7.263,0.597,-57.5774,0.864,0.87,0.857,8.651752514976849,0.20943058495790512
16009,goodss,DISK,0.247,10.41,12.5,0.757,0.2757,73.6404,0.732,0.951,0.595,12.971429423296373,0.18698725887988044
8203,egs,DISKIRR,0.7754,11.159,16.5,21.442,0.5821,66.5153,0.822,0.94,0.73,27.31473524363188,0.45669315638012176
6978,cosmos,DISKIRR,0.75,10.362,10.5,18.354,0.74,-30.0,0.931,0.907,0.956,10.21238469044273,0.03596264090037615
9693,cosmos,DISKSPH,0.361,10.286,20.0,1.672,0.025,17.5,0.153,1.0,0.083,21.89768623924903,0.03049352623656565
19970,uds,DISKSPH,0.1526000052690506,10.033,11.5,1.378,0.55,7.5,0.872,0.825,0.924,11.199781007658643,0.3506314983395574
2178,goodss,DISKSPH,0.685,10.756,12.5,14.29,0.37,-59.0,0.76,0.881,0.669,10.279727546948635,0.04816865675535453
20440,cosmos,DISK,0.7059000134468079,10.823,16.5,9.188,0.7,-40.0,0.827,0.705,1.0,15.209426675187478,0.0891761970611441
5353,uds,DISKSPH,0.998,10.985,11.0,17.845,0.3083,35.1439,0.677,0.98,0.517,11.862404956486497,0.04442961844856197
20061,uds,DISKSPH,0.6458,10.638,9.5,29.28,0.5591,85.0081,0.703,1.0,0.542,11.406903040769302,0.100859062569568
20364,goodsn,DISKSPH,0.72,10.66,12.5,7.124,0.4514,24.9514,0.835,1.0,0.716,13.879865988484244,0.12042138692134752
16199,cosmos,DISKSPH,0.9269999861717224,11.334,15.5,31.241,0.5478,-30.9598,0.869,0.987,0.777,17.742789709271502,0.1229419806929708
5632,egs,DISK,0.710099995136261,10.953,22.5,2.362,0.2756,-51.6663,0.896,0.998,0.812,22.694200863546403,0.008156003881971796
6568,egs,DISK,0.435699999332428,10.831,20.5,1.609,0.547,63.6103,0.87,0.785,0.976,17.771699129857677,0.1453544924743959
16921,cosmos,DISKIRR,0.8892999887466431,10.78,13.5,4.793,0.8544,-89.8895,0.87,0.798,0.956,16.52289892933012,0.18675511092749952
23600,goodss,DISK,0.734,10.865,21.5,5.186,0.3267,-20.3635,0.819,0.976,0.706,21.41840216570225,0.03061414302201637
27001,goodsn,DISKSPH,0.8569,10.305,7.5,38.713,0.4103,-59.3197,0.625,1.0,0.454,8.6553677094206,0.04047934535751008
24050,goodsn,DISKSPH,0.281,11.007,33.5,1.817,0.5,17.0,0.779,0.674,0.921,27.74666758291452,0.3742861521817167
4792,cosmos,DISK,0.9254000186920166,10.828,12.5,22.947,0.57,-25.0,0.85,1.0,0.739,15.660778426866251,0.16198899563376012
12391,goodsn,DISK,0.7784,10.202,12.5,2.41,0.7756,-59.0443,0.879,0.962,0.809,16.365573635192476,0.02103916714321108
22456,goodsn,DISK,0.2995,10.378,20.5,0.86,0.35,-60.0,0.871,0.973,0.788,20.450882361422263,0.018834725634330418
21942,cosmos,DISK,0.9835000038146972,10.418,11.5,18.556,0.8534,-20.7104,0.941,0.981,0.905,14.397990736820793,0.1960044528860838
17881,uds,DISKSPH,0.8543000221252441,11.024,15.5,19.166,0.48,-70.0,0.927,0.929,0.925,15.076092566317708,0.015497533179250067
7739,cosmos,DISK,0.7293999791145325,10.298,16.5,2.12,0.1,1.0,0.503,1.0,0.336,19.190727745238387,0.022679868632975553
15778,goodsn,DISKIRR,0.849,10.83,12.5,15.628,0.6149,35.5852,0.871,0.942,0.811,12.368415247356692,0.09560460279656513
6310,cosmos,DISK,0.5327,10.413,17.5,2.176,0.3521,41.0276,0.836,0.808,0.867,16.435517900064653,0.07869312059024258
10316,uds,DISK,0.6363999843597412,10.333,11.5,7.591,0.3931,5.5369,0.817,0.827,0.807,10.174284321399188,0.17418693815443065
944,cosmos,DISKSPH,0.7465000152587891,10.977,20.15999984741211,11.701,0.2,14.0,0.457,1.0,0.296,29.536561147331007,0.1619119993103878
24390,goodss,DISKSPH,0.968,11.071,14.5,21.036,0.4033,-77.7006,0.84,0.94,0.759,13.659587610075457,0.08191800843282449
4798,egs,DISKSPH,0.4634000062942505,10.565,14.5,6.706,0.3245,-80.6856,0.804,0.831,0.779,11.438935362470174,0.05380603528244565
1912,goodss,DISKSPH,0.664,11.437,20.5,20.979,0.5659,32.6124,0.874,1.0,0.776,22.55451351982802,0.05863972383036431
13352,goodss,DISKSPH,0.731,10.461,12.5,6.81,0.4482,-18.9002,0.816,0.821,0.81,10.501891948573864,0.16540325657361266
18225,goodsn,DISKSPH,0.4598,10.972,16.5,6.053,0.4007,-35.4283,0.876,0.971,0.799,16.114016610569642,0.0438452757325698
236,goodss,DISK,0.776,10.281,15.5,2.005,0.2897,76.5334,0.882,0.949,0.824,16.00375928776171,0.03313227169682864
8675,goodsn,DISK,0.4568,10.122,15.5,1.808,0.2464,-52.153,0.764,1.0,0.619,17.788195791179504,0.05934232995882427
10790,goodsn,DISK,0.6419,10.757,15.5,6.031,0.6851,-77.0269,0.948,0.96,0.937,15.745616440022248,0.10827559538100362
22882,egs,DISKSPH,0.8450000286102295,10.564,7.5,18.513,0.4898,77.1332,0.731,0.971,0.586,8.268774987466962,0.04565769727564173
9848,cosmos,DISK,0.3596,10.499,15.5,3.434,0.73,45.0,0.895,0.83,0.97,15.68365245088094,0.1850146115224196
19384,goodss,DISKSPH,0.895,10.857,10.5,21.232,0.4067,-26.952,0.648,0.998,0.48,10.774965698100736,0.050032092968270936
7129,cosmos,DISKIRR,0.9976999759674072,10.455,7.5,45.696,0.7394,24.9397,0.929,0.927,0.93,7.20390707936873,0.052488639763206946
23478,goodsn,DISK,0.4375,10.308,12.5,4.185,0.4733,-16.7082,0.915,0.954,0.879,12.150450673914266,0.13205523634030059
7007,egs,DISK,0.2700999975204468,10.416,14.5,3.179,0.6323,8.5217,0.908,1.0,0.832,16.79775847431369,0.037938617164149036
10953,uds,DISKSPH,0.3777999877929687,10.399,10.5,4.806,0.4555,-65.4331,0.793,0.8,0.786,9.25267853401489,0.1425070742874558
11115,goodsn,DISK,0.5178,11.041,25.5,2.436,0.4469,18.6933,0.873,0.894,0.852,25.570485139882923,0.01912715562914058
12670,cosmos,DISK,0.6632999777793884,10.481,12.5,8.781,0.5631,9.0812,0.918,0.869,0.973,11.031742801797488,0.07507225715747468
2496,egs,DISK,0.5761,10.676,13.5,6.057,0.2527,48.5564,0.703,1.0,0.542,14.479965794807937,0.05662537300722004
3175,cosmos,DISK,0.18654,10.592,14.5,3.136,0.55,55.0,0.778,0.994,0.639,15.516062514676266,0.042236575501099716
23260,uds,DISKSPH,0.259,10.272,11.5,2.553,0.7,-69.0,0.9,0.827,0.988,10.34155480729561,0.12735023338331664
4504,goodsn,DISK,0.937,10.678,10.5,15.262,0.45,50.0,0.748,1.0,0.597,12.488861068541928,0.14353963588449714
9592,cosmos,DISKSPH,0.6880999803543091,10.347,6.5,47.11,0.3816,-61.7062,0.538,1.0,0.368,8.621754683535329,0.22855852378841324
10487,egs,DISKSPH,0.73089998960495,10.792,15.5,7.318,0.3866,-25.3104,0.844,0.946,0.763,15.721811585942602,0.06150693621677161
20931,cosmos,DISK,0.2649,10.472,21.5,1.002,0.2407,69.9142,0.927,0.957,0.9,24.150242171791223,0.04760034346330977
13085,goodsn,DISK,0.478,10.8,22.5,2.356,0.1945,-17.9682,0.605,1.0,0.434,41.89237527276067,0.37010507389068115
2137,egs,DISKSPH,0.8170999884605408,10.729,11.5,15.36,0.4658,7.261,0.877,0.972,0.798,11.379073056814427,0.0829299437467651
3594,cosmos,DISKSPH,0.819100022315979,10.823,12.5,11.643,0.5838,84.1681,0.884,0.899,0.87,11.919067091104068,0.1679497056621564
5706,egs,DISKIRR,0.7095000147819519,10.368,13.5,2.628,0.4997,-71.9839,0.81,0.699,0.963,9.923580795247723,0.02871413764273567
10689,goodsn,DISK,0.5592,10.589,17.5,0.786,0.2561,-10.3799,0.709,1.0,0.549,23.67248746447128,0.23201649905865762
5849,cosmos,DISK,0.3446,10.721,21.5,1.912,0.95,-60.0,0.568,0.397,1.0,16.01641968294012,0.14764440101909704
27514,egs,DISKIRR,0.970300018787384,10.124,10.5,6.19,0.6181,-59.6916,0.887,0.91,0.865,11.645233143547076,0.04023912374106675
8763,goodsn,DISK,0.4581,10.476,16.5,2.492,0.6151,-17.5984,0.899,0.849,0.955,17.19018906911499,0.10051561161493539
12146,cosmos,DISK,0.6126000285148621,10.348,7.5,26.36,0.7229,-36.1969,0.785,0.997,0.647,9.600623497698294,0.10318872518603328
14107,cosmos,DISKSPH,0.6787999868392944,10.169,6.5,14.682,0.3652,-1.2684,0.508,1.0,0.34,8.510829387843025,0.15421838832150925
15780,uds,DISKIRR,0.9107999801635742,10.594,9.5,18.807,0.5337,-49.8684,0.894,0.97,0.83,9.49751954720061,0.02594636297333286
17400,uds,DISKSPH,0.6496000289916992,10.654,12.5,14.308,0.85,-75.0,0.927,0.867,0.996,12.08231253076421,0.0820656067583817
25232,egs,DISKSPH,0.7434999942779541,10.459,10.5,10.484,0.7222,23.8325,0.913,0.912,0.914,10.90118940965428,0.21832163283607608
21987,goodss,DISKSPH,0.97680002450943,10.76,9.5,20.652,0.4232,25.4738,0.815,0.888,0.752,8.977075856608957,0.14177863616171738
19537,goodsn,DISK,0.5012,10.319,9.5,5.078,0.59,40.0,0.832,0.957,0.736,9.233786743646272,0.0856903450633314
23949,cosmos,DISKSPH,0.5069,11.017,17.5,11.947,0.61,-35.0,0.904,0.957,0.856,17.895751426963972,0.020394972782516674
10755,cosmos,DISK,0.7512999773025513,11.109,19.5,22.761,0.3773,82.06,0.705,0.996,0.546,22.486281321045062,0.07394299641093738
15250,goodss,DISKSPH,0.67,11.093,17.5,7.516,0.6509,-8.7048,0.87,0.938,0.811,18.92787522377432,0.06524742512383319
13136,cosmos,DISKSPH,0.8519999980926514,10.971,11.5,14.972,0.2986,74.313,0.574,1.0,0.403,14.263031943704341,0.07674984300523813
18465,cosmos,DISKSPH,0.850600004196167,10.396,10.5,4.574,0.5296,4.9849,0.883,0.873,0.893,9.750063419867908,0.056013182766246894
1750,goodsn,DISKSPH,0.6362,10.734,16.5,4.102,0.8765,-61.4469,0.81,0.68,1.0,14.410187524036925,0.12319280929431087
8629,egs,DISKSPH,0.7788000106811523,11.04,18.5,10.536,0.5349,36.28,0.87,0.889,0.851,18.6229400688207,0.14658506038305052
3233,goodsn,DISK,0.5177,9.988,13.5,0.23,0.2776,-65.2556,0.694,0.979,0.537,15.38024584262695,0.034111198703190126
20102,uds,DISKSPH,0.4589,10.521,11.5,9.612,0.4474,4.4314,0.877,0.916,0.842,11.203366006496214,0.09068803536561931
13984,goodsn,DISK,0.8494,10.35,12.5,5.655,0.6227,-10.4681,0.903,0.849,0.965,13.067227707074004,0.10986730340216466
28094,egs,DISK,0.9523000121116638,10.207,13.5,4.805,0.792,80.9877,0.901,0.885,0.917,14.90691370691166,0.018942078656705497
4794,egs,DISK,0.8981000185012817,10.591,15.5,11.821,0.7444,-20.3127,0.833,0.726,0.979,14.63254018593568,0.028961693620340734
5798,egs,DISK,1.0124000310897827,10.437,12.5,7.46,0.8513,-34.9398,0.821,0.696,1.0,11.250203795739571,0.08930916433449398
1409,cosmos,DISKSPH,0.4265,11.01,18.5,8.126,0.5635,78.0269,0.954,0.935,0.975,18.771719668340083,0.07580298237413952
18686,uds,DISKSPH,0.9078999757766724,10.305,6.5,29.919,0.5612,-36.8629,0.838,0.985,0.73,6.510387864605009,0.061475085283271946
21337,goodsn,DISKSPH,0.5024,10.439,9.5,5.941,0.4291,-17.0033,0.727,0.996,0.572,10.673721441689784,0.20207369354523452
19065,cosmos,DISK,0.9039999842643738,10.639,12.5,25.85,0.8693,4.8383,0.891,0.825,0.967,14.111731993746584,0.06598327706412432
22117,egs,DISK,0.9756,10.212,15.5,1.625,0.2667,34.7789,0.855,0.902,0.812,15.104808335356628,0.05131670194948623
19896,goodss,DISKSPH,0.605,10.808,12.5,18.844,0.694,-55.9204,0.935,0.968,0.904,12.508727021872144,0.1160615687396166
21053,cosmos,DISK,0.7570000290870667,10.454,19.5,3.366,0.67,-20.0,0.837,0.722,0.996,20.274419271045375,0.16737922201999633
19291,goodss,DISK,0.832,10.197,13.5,5.616,0.7527,-15.0437,0.815,0.946,0.716,19.109076880835275,0.0022844118929212787
7725,goodss,DISK,0.67,11.008,19.5,2.834,0.49,-10.0,0.817,0.791,0.845,19.32200675939802,0.005955979123947519
12740,goodsn,DISKSPH,0.839,11.241,21.5,9.438,0.5277,22.7721,0.896,0.828,0.975,22.00446714080428,0.3841061296655316
15679,uds,DISK,0.785,10.517,14.5,6.937,0.4926,-34.6814,0.932,0.898,0.968,13.70023099432736,0.01994271942279824
13879,goodss,DISKSPH,0.733,10.618,12.5,7.861,0.45,53.0,0.787,0.86,0.725,10.218688071173473,0.21232115922517036
8765,goodss,DISKIRR,0.9591000080108644,10.277,16.5,2.974,0.515,-86.5371,0.862,0.865,0.858,14.394426232901955,0.0038282885954751267
14864,goodss,DISKIRR,0.668,11.002,18.5,7.649,0.675,60.0,0.835,0.95,0.745,24.45347561032679,0.3066247547184636
8109,cosmos,DISK,0.7283,10.5,12.5,8.824,0.4737,-43.7461,0.901,0.877,0.927,10.781279161874568,0.03655728779217904
19843,goodsn,DISK,0.8402,10.229,17.5,1.878,0.5148,71.2288,0.886,0.822,0.961,16.940122611499866,0.15521623740066026
20634,goodsn,DISK,0.841,10.232,8.5,9.682,0.6258,-87.1775,0.89,0.981,0.814,8.809418190373309,0.05131670194948612
15138,goodsn,DISKSPH,0.6766,10.905,15.5,10.295,0.9,-45.0,0.919,0.915,0.923,15.548431612033973,0.06064040447539898
3955,cosmos,DISKSPH,0.8392999768257141,10.976,13.5,23.713,0.3819,56.264,0.736,0.9,0.623,11.811460117212789,0.0627815738162324
12589,cosmos,DISKSPH,0.4824999868869781,11.168,28.5,2.647,0.75,68.0,0.744,0.592,1.0,24.777298087454824,0.040233242520003154
2563,uds,DISKSPH,0.7797999978065491,10.788,10.5,27.936,0.7468,76.4813,0.888,0.973,0.817,16.52140964794274,0.4222281533396771
23950,goodsn,DISKSPH,0.9746,10.886,13.5,7.751,0.8977,-72.5131,0.75,0.603,0.99,11.550014222925794,0.07088867015418265
29598,egs,DISK,0.7427999973297119,10.492,11.5,5.871,0.1891,-62.0498,0.594,1.0,0.423,14.97412273484683,0.06521674036744196
3212,egs,DISKSPH,0.5761,10.685,14.5,7.4,0.5663,-22.1053,0.867,0.917,0.823,14.220988729993909,0.026774989070395883
8032,goodsn,DISK,0.8392,10.559,15.5,5.343,0.1876,-43.2773,0.629,1.0,0.459,16.193925403776667,0.0
8046,goodsn,DISK,0.7657,10.359,17.5,0.379,0.1961,-79.607,0.806,0.987,0.681,18.832078785133923,0.028714137642735782
6986,egs,DISKSPH,0.7182,10.155,8.5,7.668,0.4209,16.6205,0.782,0.935,0.672,7.674786043875247,0.05400610012604923
11919,cosmos,DISK,1.004699945449829,10.44,10.5,13.533,0.3549,41.3261,0.812,0.998,0.685,11.23028274822495,0.05665051180342828
12042,egs,DISKIRR,0.4541,10.171,11.5,6.191,0.8633,-3.8116,0.884,0.921,0.85,17.79992092407506,0.3937994922487549
10700,cosmos,DISKSPH,0.3602,10.35,12.5,5.942,0.3802,55.5493,0.737,0.972,0.593,15.830533038363303,0.17965129986421136
20620,cosmos,DISK,0.727,10.736,15.5,7.236,0.65,-19.0,0.897,0.817,0.995,12.849942075366373,0.04217371477884857
8206,uds,DISKSPH,0.7914000153541565,10.804,12.5,18.259,0.4501,-22.0301,0.759,0.922,0.645,13.650687406937584,0.10557280900008414
14358,egs,DISK,0.7477999925613403,10.782,16.5,5.879,0.3937,-55.2138,0.855,0.821,0.891,13.405142264673563,0.021215357868358042
2042,goodsn,DISK,0.9537,11.303,31.5,5.019,0.925,90.0,0.76,0.613,1.0,30.163567790900572,0.39654769436516024
768,goodsn,DISKIRR,0.906,10.52,16.5,3.235,0.8248,15.1504,0.884,0.794,0.997,16.33864874578031,0.04196517218501339
17925,egs,DISK,0.680400013923645,10.466,13.5,4.81,0.5951,-68.7671,0.891,0.829,0.962,11.576364660284801,0.014175539991149066
18260,goodsn,DISK,0.8545,10.508,15.5,9.432,0.6245,17.5917,0.868,0.777,0.982,13.537191565531025,0.10170360337749818
11833,goodss,DISKSPH,0.735,10.415,14.5,0.847,0.2596,72.5036,0.786,0.99,0.651,15.839855602412992,0.07265456349874921
21864,goodsn,DISK,0.355,10.601,14.5,4.148,0.4823,88.6654,0.749,1.0,0.599,15.441691616748638,0.12059204633565823
29490,egs,DISKSPH,0.4381999969482422,10.331,8.5,7.709,0.8689,-48.9646,0.887,0.81,0.98,8.308495026765947,0.04374191234722491
14515,goodsn,DISK,0.948,11.426,16.5,42.162,0.8173,77.1487,0.906,0.933,0.881,19.739491045311464,0.02720205910261353
13429,cosmos,DISKSPH,0.4641999900341034,10.352,7.5,11.402,0.6444,-77.8831,0.823,0.964,0.718,9.170783598797208,0.2330350111526296
2618,goodsn,DISK,0.6372,10.534,25.5,1.686,0.16,-69.0,0.8,1.0,0.667,31.552046581150574,0.09118837675076963
22855,goodss,DISKSPH,0.735,10.683,8.5,31.287,0.6194,-17.6976,0.67,1.0,0.504,10.950485071486833,0.15350102802534948
23066,goodsn,DISKSPH,0.2133,10.358,9.5,5.146,0.3542,-25.9558,0.695,0.985,0.537,9.319808250324087,0.05857326929983131
5700,goodss,DISK,0.7362,10.428,13.5,7.683,0.9489,16.5597,0.86,0.754,1.0,13.044170933126097,0.07957020298343498
7247,uds,DISKSPH,0.786,10.895,12.5,10.594,0.75,0.0,0.861,0.762,0.989,11.086164874546485,0.16832683041267993
6779,cosmos,DISKSPH,0.7315,11.039,22.5,5.474,0.5,-13.0,0.829,0.76,0.911,21.15814502418491,0.08499777635610728
20853,goodss,DISK,0.6363999843597412,10.385,14.5,0.479,0.2733,-19.5833,0.758,0.998,0.611,15.90128005799375,0.08114456957940175
5204,cosmos,DISK,0.9571999907493592,10.877,9.5,44.367,0.4631,20.4327,0.773,0.981,0.638,10.554773532063363,0.04992794124040267
29291,egs,DISKIRR,0.5997999906539917,10.446,16.5,6.148,0.4761,-24.7079,0.842,0.833,0.851,18.309071120284592,0.008190935346239714
11025,goodsn,DISKSPH,0.4725,10.232,8.5,11.947,0.2803,34.1972,0.375,1.0,0.231,10.74934472153263,0.13523610512090478
1145,uds,DISKSPH,0.6692,10.391,8.5,22.037,0.3373,9.9538,0.633,0.977,0.468,8.418582888136301,0.08076118445748826
