gals,field,morph,z,log_m,r_edge,sigma_edge,ar,pa,f1_maj,rec_maj,prec_maj,r_05,Deltar_05
22228,cosmos,DISKSPH,0.8992999792098999,11.31,20.5,17.637,0.5321,-11.5724,0.848,0.824,0.873,18.7876484730695,0.12050306908713515
21022,cosmos,DISKSPH,0.2223,10.66,23.5,1.281,0.5,-7.5,0.814,0.708,0.956,21.081343269183957,0.6990685005364096
22100,goodsn,DISK,0.6402,10.942,24.5,6.767,0.3125,71.7829,0.829,0.881,0.783,24.08308663133773,0.09446148618625838
3818,goodsn,DISKSPH,0.935,10.837,10.5,19.852,0.7978,-29.1327,0.924,0.981,0.873,11.533725089917144,0.09791442242892223
27018,goodsn,DISKSPH,0.5951,10.3,16.5,3.219,0.65,74.0,0.946,0.92,0.974,16.42748648796788,0.07372349393905409
7491,cosmos,DISKSPH,0.7494000196456909,11.114,16.5,16.454,0.85,-38.0,0.844,0.729,1.0,15.561895281518698,0.17537887487646797
15117,goodsn,DISKSPH,0.94,10.964,16.5,10.591,0.6738,-30.1998,0.834,0.898,0.778,17.370419281468426,0.24029523148029885
12517,uds,DISKSPH,0.6503999829292297,10.282,8.5,11.589,0.3166,-30.023,0.676,0.944,0.526,8.573270601616063,0.029857499854668124
20874,goodsn,DISK,0.4842,10.558,15.5,2.945,0.5804,-36.2216,0.793,0.657,1.0,13.607614747093969,0.0
20018,cosmos,DISKSPH,0.8898000121116638,11.186,15.5,29.322,0.69,90.0,0.912,0.89,0.935,14.938732819631019,0.03162858847367944
21098,egs,DISK,0.9145,10.065,12.5,2.635,0.7251,10.7615,0.862,0.759,0.998,12.774002128480483,0.0627815738162324
12184,goodsn,DISKSPH,0.4362,10.488,9.5,14.002,0.346,-17.7221,0.585,0.952,0.422,9.77292075045161,0.14009005436854105
9398,uds,DISK,0.6265,10.494,10.5,11.523,0.8754,18.904,0.892,0.985,0.815,13.116547051336545,0.032633644698323305
17511,goodsn,DISKIRR,0.85,10.794,12.5,13.638,0.8248,7.5465,0.917,0.946,0.891,13.79328373610269,0.1644683084722819
5691,goodss,DISK,0.669,10.361,12.5,7.864,0.65,-53.0,0.935,0.965,0.907,13.148600442593018,0.02647758030986036
9153,egs,DISK,0.7427999973297119,10.677,10.5,20.036,0.5395,19.1479,0.831,0.997,0.712,11.974477221210481,0.08114456957940175
24541,cosmos,DISK,0.732478,10.645,11.5,19.175,0.8,-30.0,0.893,0.862,0.927,13.703319480419077,0.2504227019441897
5329,uds,DISK,0.7878000140190125,10.458,9.5,7.814,0.4657,-14.5358,0.846,0.857,0.836,7.838948335530841,0.04171995033039977
25951,uds,DISKSPH,0.7593,10.648,11.5,13.789,0.4872,-46.438,0.849,0.973,0.754,11.327965227971939,0.08852170463206899
7175,egs,DISK,0.6469,10.336,11.5,7.348,0.3075,-52.7612,0.575,1.0,0.403,30.74158493388439,0.5973674968352208
22836,goodss,DISKSPH,0.103,10.528,18.5,1.765,0.9,40.0,0.667,0.5,1.0,11.595240874838366,0.8357904306977897
25021,egs,DISKSPH,0.7832,10.573,9.5,14.568,0.4147,26.166,0.741,0.875,0.643,8.683202856820879,0.12445545553817194
17332,goodss,DISK,0.366,10.505,22.5,0.532,0.1894,41.9196,0.702,0.914,0.569,25.454710855412,0.07924562057748963
11719,cosmos,DISK,0.6854,10.435,14.0,1.355,0.2542,-33.9915,0.84,0.919,0.774,14.8729812296626,0.024398961859451895
22092,goodsn,DISK,0.279,10.626,18.5,2.059,0.2582,-1.0403,0.813,0.993,0.688,19.599008640241873,0.014720370178146869
17745,goodsn,DISK,0.9419,10.48,9.5,10.692,0.6628,-81.8991,0.816,0.999,0.69,11.05086791731229,0.1682890410328507
24608,goodsn,DISKSPH,0.8001,10.877,11.5,26.797,0.4978,-15.8712,0.823,1.0,0.699,12.305035683207818,0.06154539218013444
28510,egs,DISK,0.2842000126838684,10.162,12.5,2.407,0.7993,59.8018,0.903,0.827,0.994,11.220178429189236,0.0201933652209354
7439,goodss,DISKSPH,0.58,10.638,10.5,12.086,0.3678,84.5379,0.695,0.91,0.562,9.20787194935306,0.16752495179593951
9545,cosmos,DISKSPH,0.7477,10.823,13.5,14.096,0.85,-45.0,0.904,0.832,0.989,12.601249279539497,0.05061081242925003
13600,cosmos,DISK,0.9416000247001648,10.924,11.5,36.93,0.47,-85.0,0.922,0.975,0.874,11.140799404672428,0.041473754570645394
19000,cosmos,DISKIRR,0.915499985218048,10.243,14.5,7.205,0.5289,57.0448,0.84,0.997,0.726,20.635835714884315,0.0169835995654416
21226,cosmos,DISKSPH,0.7268999814987183,10.403,8.5,21.571,0.8611,-75.3042,0.905,0.997,0.829,9.553082744497438,0.07770806864691471
8902,egs,DISKSPH,0.3718999922275543,10.627,20.5,2.001,0.44,60.0,0.813,0.761,0.873,25.863161253967874,0.3285715364321071
26138,egs,DISKSPH,0.5777999758720398,11.152,20.5,8.556,0.9,20.0,0.943,0.999,0.893,24.32073855905353,0.12894929809899902
22918,cosmos,DISK,0.5058,10.201,11.5,4.625,0.5315,-7.6437,0.952,0.965,0.939,11.99756980865755,0.03553710323036108
2726,goodsn,DISKSPH,0.843,11.044,16.5,7.342,0.78,-25.0,0.911,0.851,0.98,15.75066250373433,0.11931056181146726
14190,goodss,DISKIRR,0.734,10.297,14.5,5.272,0.615,-55.2255,0.785,0.941,0.673,22.389387299767414,0.19665842479454798
4021,cosmos,DISKSPH,0.6758000254631042,10.738,16.5,3.274,0.9,-15.0,0.748,0.597,1.0,13.760627650826113,0.059807326049099996
24209,egs,DISK,0.2811000049114227,10.026,19.5,0.841,0.924,53.17,0.673,0.507,1.0,17.371483412238252,0.1947396369019294
1808,goodsn,DISKSPH,0.519,10.767,15.5,8.071,0.3485,-54.0888,0.862,0.914,0.816,13.47236143527047,0.02964779724750155
28374,egs,DISKSPH,0.682200014591217,10.822,12.5,13.864,0.2801,29.1938,0.458,1.0,0.297,22.94761712460729,0.32975320274486264
18846,egs,DISK,1.0047999620437622,10.331,14.5,1.826,0.9022,20.6337,0.804,0.674,0.997,13.875997631009662,0.28528515637891794
17529,egs,DISKIRR,0.7504000067710876,10.521,12.5,9.073,0.8588,39.2102,0.959,0.946,0.972,13.444032713086202,0.07525667637323563
20655,goodss,DISKSPH,0.667,10.688,10.5,14.248,0.7234,-15.5392,0.868,1.0,0.767,11.565302381301876,0.13607451762219824
1449,cosmos,DISKIRR,0.5526,10.057,17.5,1.707,0.8268,-76.2139,0.773,0.629,1.0,16.359585091227707,0.14625010167562014
2302,goodsn,DISKSPH,0.960099995136261,10.648,10.5,21.655,0.3208,45.8304,0.441,0.945,0.288,25.759919390345363,0.659468355628212
8433,uds,DISK,0.9164999723434448,10.36,9.5,15.678,0.355,10.5832,0.822,0.9,0.757,8.509660290631489,0.04682814489418885
27888,egs,DISKSPH,0.7455000281333923,10.63,12.5,12.424,0.5107,-26.427,0.873,0.979,0.788,12.502846322001174,0.11878310849340656
21894,cosmos,DISK,0.2197,10.347,11.5,3.313,0.5685,-78.2227,0.931,0.887,0.98,12.151103006621828,0.11759950039972711
3342,egs,DISK,0.989400029182434,10.675,15.5,3.495,0.3202,20.354,0.894,0.857,0.934,15.315149604730331,0.16844787161987484
12539,egs,DISK,0.8230000138282776,10.607,16.5,8.919,0.8638,42.0338,0.863,0.76,0.998,15.55622993429113,0.007291540546729536
20901,goodss,DISK,0.6205999851226807,10.348,14.5,2.498,0.91,-40.0,0.815,0.723,0.934,12.7914612942576,0.03720319504748315
23162,goodsn,DISKSPH,0.9296,10.55,13.5,5.013,0.734,-88.5663,0.81,0.681,1.0,11.042259965885137,0.07982864179156657
18048,goodsn,DISKSPH,0.9359,10.364,10.5,7.969,0.6391,-7.2402,0.729,0.978,0.581,15.84315603781743,0.24896275758003894
24488,uds,DISK,0.6026,10.849,19.5,3.921,0.3928,19.3959,0.927,0.96,0.896,19.426294097508684,0.009246516153778694
4452,egs,DISK,0.9520999789237976,11.004,11.5,24.545,0.6105,-16.4057,0.886,0.972,0.814,13.035006497823723,0.028250504384943476
18872,goodsn,DISK,0.936,10.468,14.5,6.034,0.4,-35.0,0.813,0.978,0.695,17.130445646880737,0.03761774524786865
209,goodsn,DISK,0.9685,10.492,7.5,18.937,0.85,35.0,0.784,1.0,0.645,10.50009782729279,0.028233620201225218
31460,egs,DISKIRR,0.9583,10.854,14.5,19.319,0.8,45.0,0.877,0.913,0.844,22.353719167091302,0.39459448540331876
22095,goodsn,DISKSPH,0.7092,10.699,10.5,17.642,0.8185,-3.8125,0.939,0.905,0.976,10.774524534735969,0.12273151202154764
14575,egs,DISK,0.2957000136375427,10.374,12.5,3.1,0.81,-30.0,0.872,0.779,0.991,11.690177003831321,0.03228340417451481
1272,cosmos,DISKSPH,0.8777,11.373,19.5,22.238,0.7,-85.0,0.93,0.87,0.999,18.769574353964813,0.09328773066407492
19400,goodss,DISKIRR,0.976,10.483,10.5,7.272,0.7541,67.6678,0.906,0.837,0.987,9.848131611972558,0.029857499854668124
4465,cosmos,DISKSPH,0.3736000061035156,10.734,12.5,7.727,0.4452,36.7443,0.894,0.891,0.897,11.599679417264348,0.06453823413193749
12783,cosmos,DISK,0.223,10.757,22.5,1.695,0.3161,52.5,0.917,0.951,0.886,21.895015624395786,0.01638655720026816
6027,goodsn,DISKIRR,0.423,9.946,14.5,0.889,0.26,30.0,0.703,0.984,0.547,17.325742655938292,0.0658481049365034
2051,goodss,DISK,0.562,10.301,11.5,7.962,0.3,-38.0,0.702,0.936,0.562,10.461971091173373,0.048119047324562514
3827,goodss,DISK,0.7062,10.633,15.5,2.009,0.1692,-74.0087,0.574,1.0,0.402,17.968182456734883,0.029683679685902686
12050,goodss,DISKIRR,0.654,10.619,14.5,2.17,0.2655,-58.3459,0.723,0.982,0.573,14.737943343181286,0.025936347049126507
16665,cosmos,DISKIRR,0.7964,10.685,10.5,18.335,0.5357,51.405,0.833,0.932,0.754,10.615805697200399,0.047822112783095894
1047,cosmos,DISK,0.924948,11.126,17.5,14.087,0.775,20.5626,0.897,0.813,0.999,18.19527357720208,0.06190255855189841
22913,goodss,DISK,0.736,10.632,12.5,9.494,0.81,-51.0,0.88,0.79,0.994,11.20623101435169,0.17331418493233208
9570,egs,DISK,0.3513000011444092,10.43,16.5,1.358,0.1542,34.5315,0.49,0.989,0.326,18.30484566899127,0.01633467529747268
12609,cosmos,DISKSPH,0.2193,10.287,14.5,1.585,0.56,90.0,0.89,0.807,0.991,13.209766208221938,0.04370100281307132
11662,cosmos,DISKSPH,0.7353,10.345,8.5,14.503,0.9969,-38.8461,0.832,0.713,0.999,8.849373754849944,0.15032287337354133
27030,goodsn,DISK,0.8555,10.515,10.5,13.795,0.3173,76.5334,0.438,0.937,0.285,22.48652714073229,0.5858883367958865
21571,egs,DISK,0.8264999985694885,10.734,13.5,10.273,0.45,-13.1567,0.828,0.916,0.755,12.945527028116228,0.08464690576329348
30017,egs,DISKSPH,0.8105000257492065,10.637,10.5,21.264,0.265,86.0457,0.549,1.0,0.379,11.53626113464838,0.04565769727564173
3393,uds,DISKSPH,0.6459,10.69,12.5,13.117,0.4889,-22.1913,0.885,0.946,0.832,12.473067126421553,0.041179361624612554
14878,goodss,DISKIRR,0.814,10.252,10.5,8.827,0.9574,-15.8044,0.941,0.891,0.997,10.432088639418486,0.04339436567484012
17779,cosmos,DISKSPH,0.352,10.538,12.5,4.393,0.8,14.0,0.843,0.729,0.999,11.198198870638388,0.11692779810398968
29804,egs,DISK,0.7318999767303467,10.497,11.5,14.269,0.8519,-36.0546,0.89,0.821,0.97,10.623908208477806,0.02389423623393372
16768,goodss,DISKSPH,0.726,10.58,12.5,7.04,0.2162,44.2449,0.492,1.0,0.326,14.774626099766666,0.038884241692733856
12223,goodss,DISKSPH,0.733,10.735,12.5,14.916,0.5905,-83.597,0.735,0.691,0.784,12.778953036803548,0.38893898346592704
6368,cosmos,DISK,0.5042,10.494,11.5,5.225,0.734,-45.3814,0.774,0.773,0.775,12.642610351128466,0.023996640807546488
10368,goodsn,DISK,0.632,10.309,18.5,1.222,0.1991,-8.4368,0.858,0.96,0.776,18.891549286238316,0.021497614354182626
22125,cosmos,DISK,0.5996000170707703,10.481,16.5,3.773,0.86,-45.0,0.882,0.79,0.998,16.367704928129093,0.06707549112712097
8600,egs,DISK,0.7480000257492065,11.067,17.5,11.669,0.5173,-37.0557,0.88,0.83,0.936,15.791853722379399,0.05422420513606685
16162,cosmos,DISKSPH,0.7493000030517578,10.719,9.5,21.239,0.2562,-50.1896,0.37,1.0,0.227,13.4150992008736,0.0807641119556548
8917,goodsn,DISKSPH,0.8517,11.065,15.5,12.533,0.6156,36.135,0.912,0.977,0.856,15.694213035504518,0.06200835495178447
20441,goodsn,DISK,0.4385,10.954,18.5,6.989,0.7,-28.0,0.875,0.981,0.791,22.232071836256456,0.3704434390663266
18824,goodsn,DISK,0.8524,10.29,7.5,11.46,0.9528,10.4365,0.911,0.903,0.919,9.106069044973365,0.041685152500090084
5145,goodss,DISK,0.6733,10.472,8.5,20.602,0.8296,66.3195,0.636,1.0,0.466,18.263561492186295,0.05179518816368811
3632,goodsn,DISKSPH,0.845,11.01,16.5,13.273,0.4479,21.4906,0.878,0.959,0.81,19.154584207222147,0.04667409810214551
22665,cosmos,DISK,0.911798,10.936,25.5,1.39,0.55,-55.0,0.713,0.554,1.0,19.71170048653332,0.2772416701279512
18890,goodsn,DISKSPH,0.7837,10.55,12.5,9.406,0.8,-40.0,0.945,0.954,0.936,13.155713416765586,0.10751370211777789
16249,cosmos,DISKSPH,0.6826,10.903,11.5,24.191,0.5972,-77.7954,0.884,0.974,0.809,11.54502914729616,0.1537044155756122
10122,cosmos,DISKSPH,0.9387000203132628,11.301,13.5,41.49,0.6986,3.3043,0.913,0.982,0.853,13.747815106445827,0.04851408639592458
12138,egs,DISKSPH,0.454800009727478,10.525,15.5,1.336,0.2915,21.7107,0.779,0.96,0.655,19.518344590998343,0.267765397778584
25162,uds,DISKSPH,0.632,10.646,11.5,13.06,0.4621,41.4502,0.845,0.982,0.742,12.830236233931949,0.08451392468352603
15251,cosmos,DISK,0.4278999865055084,10.283,11.5,4.132,0.2393,48.5681,0.659,1.0,0.491,12.85116603619229,0.06997924299594771
2082,goodsn,DISKIRR,0.561,10.49,14.5,3.281,0.6891,-10.2834,0.9,0.82,0.998,14.071241814318975,0.059709437746281235
8901,uds,DISKSPH,0.6470999717712402,10.428,7.5,17.048,0.5349,-63.781,0.82,0.936,0.729,7.970973660364056,0.18682928454959435
18773,cosmos,DISKSPH,0.4291999936103821,10.625,11.5,12.203,0.3946,-81.8513,0.734,0.84,0.652,9.820256526743695,0.17683024788492974
1602,goodss,DISKSPH,0.561,10.778,18.5,3.071,0.3937,23.0936,0.852,0.825,0.88,15.323935144901473,0.008389951426531539
11536,uds,DISK,0.5397,10.356,18.5,2.528,0.7739,17.2648,0.904,0.861,0.951,20.372053447929193,0.01587122429742449
7291,goodsn,DISKSPH,0.8429,11.008,10.5,51.531,0.5423,79.7528,0.719,1.0,0.561,12.84080866994437,0.03566794840548615
804,goodss,DISKSPH,0.672,10.684,11.5,15.241,0.6056,-71.3386,0.883,0.97,0.81,14.342786917152678,0.05510515143284511
11641,goodss,DISK,0.6828,10.563,14.5,4.296,0.4352,31.4371,0.854,0.91,0.804,15.386118345953815,0.022319086021109102
125,goodss,DISKSPH,0.619,10.974,21.5,4.234,0.8793,28.22,0.795,0.693,0.931,19.875215280567613,0.018827702207845687
7974,uds,DISK,0.3363,10.642,15.5,2.938,0.4996,14.2398,0.929,0.946,0.913,15.796085563143619,0.0820496691597401
19771,goodss,DISKSPH,0.733,10.238,7.5,7.397,0.3705,58.5492,0.69,0.986,0.53,7.510186443154879,0.03262685027399537
18982,cosmos,DISK,0.7260000109672546,10.401,10.5,12.111,0.4307,13.7619,0.868,0.949,0.8,9.773706342149245,0.04145324517365412
19443,goodss,DISK,0.969,11.076,17.5,16.056,0.6674,-53.5557,0.882,0.948,0.825,20.11818785774995,0.020146766321322174
4433,goodss,DISKIRR,0.761,10.796,16.5,3.562,0.26,-12.5,0.785,0.947,0.67,17.716768613874645,0.048622786825427866
3640,uds,DISK,0.8026,10.306,12.5,3.32,0.8121,-56.3254,0.9,0.821,0.996,11.310962034579802,0.0007952287540040626
28919,egs,DISK,0.8839,11.23,19.5,15.335,0.5867,-49.7776,0.862,0.943,0.793,20.65537259190204,0.019190731029560815
2553,goodsn,DISKSPH,0.8428,11.077,14.5,22.787,0.6,-49.0,0.868,0.84,0.899,13.107439544444045,0.2591223073264909
18257,goodsn,DISKSPH,0.849,10.668,11.5,12.634,0.65,-20.0,0.966,0.981,0.952,11.711209026497505,0.05700966641711058
5693,cosmos,DISK,0.6762,10.489,16.5,4.559,0.3402,74.1674,0.893,0.94,0.852,15.784223562259083,0.07489967196541414
15418,cosmos,DISKSPH,0.7271999716758728,10.095,8.5,13.774,0.5925,89.4274,0.9,0.983,0.83,8.450052006427473,0.020095820198979042
9286,goodsn,DISK,0.963100016117096,10.449,8.5,37.481,0.4584,41.2929,0.84,0.993,0.727,9.522218270164139,0.007528337936039575
7589,cosmos,DISK,0.9455000162124634,10.424,9.5,22.983,0.301,52.5,0.476,1.0,0.313,17.557831688431936,0.07255176259465668
23873,egs,DISKSPH,0.6825,10.76,18.5,7.658,0.3344,87.009,0.872,0.99,0.778,19.963825404893985,0.06250470704600863
14264,goodsn,DISKSPH,0.772,10.495,12.0,3.139,0.2172,82.231,0.456,1.0,0.296,14.9169624686078,0.056771652619318824
16117,uds,DISKSPH,0.6420999765396118,10.266,5.5,51.738,0.6635,-39.9034,0.588,1.0,0.416,8.525681971955915,0.029857499854668124
8008,goodss,DISKIRR,0.578,10.725,27.5,1.963,0.79,-13.0,0.862,0.77,0.979,28.750130626452176,0.019644177832988885
10748,cosmos,DISKSPH,0.2197,10.274,10.5,3.582,0.95,60.0,0.904,0.908,0.899,14.59362994072232,0.020756062666841824
8861,goodss,DISKSPH,0.459,10.309,15.5,2.386,0.54,90.0,0.901,0.838,0.973,14.598323935223242,0.03499632555593635
6051,goodsn,DISKSPH,0.4089,10.661,19.5,1.948,0.1,-22.5,0.379,0.986,0.235,20.352629306869947,0.0660846466930266
8793,cosmos,DISKSPH,0.7276,10.731,11.5,16.344,0.5456,-7.5161,0.846,0.91,0.791,10.986261198069975,0.10961881762836712
6670,egs,DISK,0.4621999859809875,10.935,20.5,2.929,0.33,-44.2367,0.912,0.994,0.842,20.71108563589276,0.020877914972392664
11051,cosmos,DISK,0.4604,10.562,12.5,6.094,0.4571,-42.1355,0.868,0.857,0.879,10.902738051989072,0.06224659782063746
4799,goodsn,DISKIRR,0.41,10.402,10.5,5.645,0.6182,-42.8469,0.746,1.0,0.595,13.235552975634272,0.22406299249951878
8334,cosmos,DISKSPH,0.833299994468689,10.665,8.5,9.589,0.6128,24.5481,0.899,0.979,0.831,8.86621331275728,0.028250504384943587
25006,goodsn,DISKSPH,0.7991,10.337,8.5,15.445,0.6813,-57.9422,0.87,0.875,0.866,8.66221746204035,0.11011692234772097
21198,goodsn,DISK,0.8450000286102295,10.202,8.5,10.418,0.3165,10.0597,0.695,0.988,0.536,8.457440516581498,0.0
13833,egs,DISKSPH,0.6302,11.486,28.5,8.483,0.5624,-46.4647,0.871,0.811,0.94,26.16081634416291,0.12143408172008607
11655,uds,DISKIRR,0.896,10.298,9.5,18.882,0.6468,-56.9165,0.87,0.961,0.795,9.99137167623188,0.0
16245,cosmos,DISK,0.6884,10.762,19.5,5.367,0.65,-70.0,0.686,0.522,1.0,16.38368656848996,0.18377930912270035
4178,goodsn,DISKSPH,0.9621000289916992,10.671,10.0,3.991,0.2558,-25.3828,0.454,1.0,0.294,12.602371727854694,0.02894971342443453
23427,goodsn,DISK,0.84,11.262,27.5,3.798,0.5,53.5,0.844,0.73,0.999,25.67392200395732,0.19441535908850893
5689,uds,DISKSPH,0.6407,11.16,14.5,38.698,0.5445,22.5967,0.852,1.0,0.742,15.94828644902375,0.056993242353776674
21087,egs,DISKSPH,0.9778000116348268,11.027,8.5,78.864,0.5003,-7.7196,0.466,1.0,0.304,20.52842492634985,0.5479645551945803
25015,goodss,DISKSPH,0.229,10.4,11.5,3.227,0.925,-45.0,0.898,0.815,1.0,10.583789858963003,0.13273119944633482
10038,cosmos,DISKSPH,0.3593,10.551,11.5,6.161,0.6793,31.7969,0.863,0.766,0.99,9.580142678099818,0.07082491604990648
21825,goodsn,DISK,0.4372,11.013,30.5,0.964,0.7545,6.4442,0.913,0.87,0.961,33.21957732349591,0.17614342089590007
20654,goodsn,DISK,0.8498,10.677,12.5,11.67,0.26,-35.0,0.71,1.0,0.55,13.63833085754971,0.028207128658574998
8444,egs,DISK,0.5903000235557556,10.323,15.5,3.493,0.2983,-45.5013,0.798,1.0,0.663,17.48874846570027,0.020944729446836785
25767,goodsn,DISKSPH,0.69,9.916,8.5,9.899,0.4537,89.6829,0.732,1.0,0.578,8.951787473967617,0.028758187887088615
21531,cosmos,DISKSPH,0.7494999766349792,10.814,10.5,18.126,0.5699,-10.0705,0.786,0.927,0.683,11.27407275748464,0.1950988547290191
16640,goodsn,DISK,0.679,10.675,14.5,6.86,0.7,0.0,0.905,0.828,0.997,13.787545072354744,0.030172160774991408
3854,uds,DISK,0.4894,10.409,14.15999984741211,2.602,0.1,-9.0,0.368,1.0,0.225,16.131098648084812,0.006063724427343042
3756,egs,DISKIRR,0.6711,10.5,12.5,5.806,0.65,-1.0,0.87,0.857,0.883,13.95813106274854,0.17590966147340903
15324,goodsn,DISK,0.7814,10.307,10.5,6.999,0.2712,-81.042,0.555,1.0,0.384,13.012374166387035,0.06269656148659264
4046,egs,DISK,0.9039,10.913,19.5,3.392,0.32,80.0,0.935,0.901,0.971,20.47114808971254,0.01793394438818685
25253,egs,DISKIRR,0.7459999918937683,10.634,13.5,7.98,0.55,-10.0,0.91,0.872,0.951,12.209092852659772,0.08949709278802909
19577,goodsn,DISK,0.975,11.026,18.5,4.046,0.7213,-68.1872,0.822,0.704,0.988,15.897131228725236,0.08285484537231536
22754,cosmos,DISKSPH,0.6280999779701233,10.579,9.5,15.472,0.483,-44.0095,0.848,0.984,0.744,9.914376079444116,0.05799574647888295
8512,goodss,DISK,0.6676,10.474,24.5,1.632,1.0,64.0,0.397,0.248,1.0,15.604147113585288,0.22784478590438362
9321,uds,DISKSPH,1.007699966430664,11.023,8.5,41.387,0.4572,23.7313,0.519,1.0,0.351,12.178238247703852,0.12232551592290208
7898,egs,DISKIRR,0.7401999831199646,10.315,9.5,8.458,0.7694,55.3993,0.864,0.868,0.86,12.637742399239409,0.008449155654095097
23694,egs,DISKSPH,0.7448999881744385,10.857,11.5,14.397,0.65,-10.0,0.89,0.881,0.899,10.62218971240971,0.09701350210281912
30131,egs,DISKSPH,0.7106,10.5,12.5,3.163,0.5032,-58.2308,0.942,0.934,0.95,12.574905441750188,0.04698620465512304
22252,goodss,DISKSPH,0.247,10.481,13.5,3.738,0.8,-20.0,0.936,0.9,0.976,12.814168747158176,0.03416955466943972
21332,cosmos,DISKSPH,0.8935999870300293,10.099,5.5,32.461,0.8028,-80.4311,0.531,1.0,0.362,15.058764467598321,0.5004800769229882
6979,uds,DISK,0.6468,10.737,13.5,11.453,0.7,0.0,0.922,0.947,0.898,14.087231914100785,0.05346755081328591
17893,goodsn,DISK,0.189,10.542,21.5,1.236,0.1,-20.0,0.36,1.0,0.219,24.606035187016417,0.1465693393869706
23545,egs,DISKSPH,0.7074000239372253,10.783,13.5,11.687,0.6062,-25.7974,0.894,0.965,0.832,13.094636088699685,0.05846588671122144
25031,goodss,DISK,0.837,10.435,14.5,8.945,0.7,34.0,0.903,0.834,0.985,15.097284690071556,0.048902131238166
16930,goodsn,DISK,0.56,10.551,14.5,3.455,0.6515,-40.3236,0.914,0.865,0.968,12.731855825281693,0.05839652699676856
17374,uds,DISKSPH,0.505299985408783,10.282,7.5,12.501,0.5185,-23.404,0.815,0.972,0.702,8.111178571396929,0.20698929428320878
28379,egs,DISKSPH,0.779699981212616,10.397,11.5,6.983,0.8372,-14.1273,0.897,0.931,0.866,14.190131927547103,0.1251591375264497
3580,cosmos,DISKSPH,0.8792,10.942,13.5,10.1,0.62,-25.0,0.901,0.829,0.986,12.874987620306031,0.015068008790356857
13336,cosmos,DISK,0.373,11.068,25.5,3.812,0.6537,-13.8149,0.924,0.872,0.982,25.083506848298317,0.04890885221099606
23927,uds,DISK,0.7583,10.265,13.5,3.849,0.95,30.0,0.879,0.809,0.961,14.827489400660161,0.038519659876269485
1682,goodsn,DISKIRR,0.5609,10.231,14.5,3.833,0.97,-45.0,0.86,0.776,0.966,14.994110406297498,0.02068370651532414
24433,goodsn,DISK,0.946,11.171,13.5,35.452,0.6,70.0,0.824,0.998,0.702,14.444544754904015,0.01682616705326556
9376,egs,DISKIRR,0.8701000213623047,10.398,9.5,8.249,0.5245,-66.5388,0.844,0.84,0.848,8.343924421490629,0.031257754373466784
27298,egs,DISK,0.8486999869346619,10.789,18.5,9.727,0.6619,-35.4532,0.813,0.684,1.0,16.642909745983804,0.017285727199932266
22755,goodsn,DISK,0.679,10.652,15.5,5.643,0.55,-9.0,0.931,0.943,0.918,15.038051086001781,0.004371171333091173
5049,goodsn,DISK,0.642,10.167,11.5,7.594,0.859,54.6646,0.909,0.847,0.982,11.497275019273943,0.062082348313346025
29328,egs,DISKSPH,0.7328,11.196,22.5,9.222,0.5342,73.5766,0.713,0.554,1.0,18.331970143514987,0.3976613980631658
13009,uds,DISKSPH,0.5076000094413757,10.909,13.5,14.108,0.6506,53.3871,0.936,0.91,0.963,12.492750767127141,0.0469538609115292
8221,uds,DISK,0.9144,10.729,13.5,16.46,0.6138663376675922,30.0,0.902,0.952,0.856,16.191564033537237,0.013548466766867162
26859,egs,DISKIRR,0.3459,10.435,13.5,4.094,0.3436,-18.1555,0.832,0.869,0.797,11.60566756562012,0.05006507338443944
16065,uds,DISKSPH,0.918,11.283,14.5,26.492,0.6612,-88.1452,0.889,0.828,0.96,13.632340322229389,0.2628428163299328
6339,cosmos,DISKSPH,0.2493,10.177,11.5,3.464,0.7933,-18.7844,0.823,0.808,0.839,12.833997925271799,0.24410249926727723
11601,cosmos,DISK,0.3258,10.5,13.5,3.191,0.89,-45.0,0.926,0.904,0.949,13.739480601638963,0.028779934002542862
6166,goodsn,DISK,0.638,10.776,12.5,14.192,0.9,-35.0,0.935,0.926,0.945,13.764502181467824,0.041245571660832425
6308,goodss,DISK,0.6711,10.524,19.5,3.524,0.3291,-87.4427,0.866,0.984,0.774,19.67669731338651,0.03525446621706074
8138,cosmos,DISKIRR,0.9807999730110168,10.183,7.5,19.353,0.5869,-73.5086,0.831,0.96,0.733,9.137588563572498,0.00549454707859387
15138,cosmos,DISK,0.958199977874756,10.788,13.5,10.439,0.4695,-7.1044,0.841,0.966,0.745,14.335866769474048,0.0760490443011308
22097,cosmos,DISK,0.3384000062942505,10.251,14.5,2.398,0.05,14.0,0.154,1.0,0.084,22.925810205193653,0.2013925441475648
20032,goodsn,DISK,0.8541,10.738,16.5,10.977,0.6445,-16.6813,0.771,0.998,0.629,22.81645987383196,0.07283119910452862
4303,egs,DISK,0.5759999752044678,10.513,12.5,3.38,0.8195,-72.4907,0.848,0.736,1.0,11.738619686214346,0.08446614088226578
18200,goodss,DISKSPH,0.5344,10.317,10.5,7.032,0.7509,-30.5685,0.781,0.875,0.706,14.308272234516853,0.010589779580954972
7808,goodsn,DISK,0.788,10.468,20.5,3.105,0.7086,-40.6319,0.83,0.887,0.78,23.90432876304881,0.02347411096746088
19555,egs,DISKIRR,1.0432000160217283,10.387,8.5,10.551,0.6192,63.9607,0.802,0.922,0.71,8.596654357137842,0.05400610012604923
